experiment_id,user_id,variant,conversion_flag
5935,10598,Treatment,0
5936,21157,Treatment,0
5937,17550,Treatment,0
5938,2187,Treatment,0
5939,14712,Treatment,0
5940,9518,Treatment,0
5941,8498,Control,0
5942,16316,Control,0
5943,1158,Control,0
5944,24937,Control,0
5945,17289,Control,0
5946,9381,Treatment,0
5947,14039,Treatment,0
5948,4453,Control,0
5949,12011,Control,0
5950,18347,Control,0
5951,14088,Control,0
5952,1731,Control,0
5953,10964,Treatment,0
5954,11519,Control,0
5955,4634,Control,0
5956,22532,Control,0
5957,16425,Control,0
5958,23809,Control,0
5959,24553,Control,0
5960,10736,Control,0
5961,8162,Treatment,0
5962,13254,Treatment,0
5963,23088,Control,1
5964,22151,Control,0
5965,8502,Treatment,0
5966,4222,Treatment,0
5967,2438,Control,0
5968,9478,Control,0
5969,13030,Treatment,0
5970,3968,Control,0
5971,19267,Treatment,1
5972,8341,Control,0
5973,576,Control,0
5974,4353,Treatment,1
5975,24965,Treatment,1
5976,17000,Treatment,0
5977,6329,Treatment,1
5978,4666,Control,0
5979,24218,Control,0
5980,17075,Treatment,0
5981,11021,Treatment,1
5982,3576,Control,0
5983,1438,Control,0
5984,10899,Control,1
5985,15643,Control,0
5986,3257,Control,0
5987,3072,Control,0
5988,19687,Control,0
5989,14787,Control,1
5990,116,Control,0
5991,12407,Control,1
5992,22762,Control,0
5993,5566,Control,0
5994,1397,Treatment,0
5995,2336,Treatment,1
5996,13933,Control,0
5997,17727,Control,0
5998,11789,Treatment,0
5999,15441,Control,0
6000,21443,Control,0
6001,4101,Control,1
6002,23765,Treatment,0
6003,13109,Treatment,0
6004,22083,Treatment,0
6005,8567,Control,0
6006,7903,Control,0
6007,23759,Control,1
6008,11368,Treatment,0
6009,7666,Control,0
6010,20501,Control,0
6011,245,Treatment,0
6012,14512,Treatment,1
6013,16421,Control,0
6014,3732,Treatment,0
6015,4924,Treatment,0
6016,5470,Control,0
6017,2650,Treatment,0
6018,24669,Treatment,0
6019,13496,Treatment,0
6020,17565,Treatment,0
6021,12153,Treatment,0
6022,20645,Control,0
6023,1599,Control,0
6024,15168,Treatment,0
6025,13031,Control,0
6026,17148,Control,0
6027,5173,Control,0
6028,6745,Control,0
6029,22128,Treatment,1
6030,8222,Treatment,1
6031,13290,Treatment,0
6032,8694,Treatment,0
6033,11815,Treatment,0
6034,11539,Control,0
6035,2413,Control,1
6036,8446,Control,1
6037,23645,Control,0
6038,5826,Control,0
6039,23098,Treatment,0
6040,15406,Treatment,0
6041,16386,Control,0
6042,21226,Treatment,0
6043,14918,Control,1
6044,14285,Control,1
6045,19797,Treatment,0
6046,13185,Control,0
6047,19301,Control,0
6048,15062,Treatment,0
6049,13087,Treatment,0
6050,1978,Treatment,0
6051,19239,Treatment,0
6052,20121,Control,0
6053,6073,Treatment,0
6054,8954,Control,1
6055,23401,Treatment,0
6056,20626,Treatment,0
6057,16372,Treatment,0
6058,3254,Control,0
6059,24361,Control,0
6060,10891,Control,0
6061,23649,Control,0
6062,4964,Treatment,0
6063,23615,Control,0
6064,19660,Treatment,0
6065,5639,Treatment,0
6066,16107,Control,0
6067,7799,Control,0
6068,18548,Control,0
6069,12754,Treatment,0
6070,7876,Treatment,0
6071,4228,Treatment,0
6072,9828,Treatment,0
6073,15783,Control,0
6074,13195,Control,0
6075,20199,Treatment,0
6076,20815,Treatment,0
6077,14276,Treatment,1
6078,1658,Control,0
6079,5722,Treatment,0
6080,17686,Treatment,0
6081,935,Control,0
6082,10355,Control,0
6083,8254,Treatment,0
6084,7110,Treatment,0
6085,22028,Control,0
6086,9389,Control,0
6087,23517,Treatment,0
6088,20716,Control,0
6089,3242,Treatment,0
6090,1646,Control,0
6091,1800,Treatment,0
6092,7610,Control,0
6093,15249,Treatment,0
6094,13962,Control,0
6095,5401,Treatment,0
6096,23925,Treatment,0
6097,5713,Treatment,0
6098,5692,Treatment,0
6099,6432,Control,0
6100,1898,Treatment,0
6101,16381,Control,0
6102,23891,Treatment,0
6103,7827,Treatment,0
6104,3517,Treatment,0
6105,22813,Control,0
6106,15081,Treatment,0
6107,14021,Treatment,0
6108,14843,Control,0
6109,14351,Treatment,0
6110,3516,Control,0
6111,2042,Control,0
6112,14435,Control,0
6113,5311,Control,0
6114,15862,Control,1
6115,7708,Treatment,0
6116,2606,Control,0
6117,4590,Treatment,1
6118,13566,Control,0
6119,9401,Treatment,0
6120,12962,Treatment,0
6121,463,Treatment,1
6122,20430,Treatment,0
6123,5708,Control,0
6124,16910,Control,0
6125,13958,Treatment,1
6126,14954,Control,0
6127,2755,Treatment,0
6128,6879,Treatment,0
6129,11233,Treatment,0
6130,286,Treatment,0
6131,24826,Treatment,0
6132,13337,Control,1
6133,15518,Control,0
6134,7722,Treatment,0
6135,7651,Control,0
6136,22215,Treatment,0
6137,6774,Control,0
6138,17819,Control,0
6139,14733,Treatment,0
6140,15859,Treatment,1
6141,3359,Treatment,0
6142,19839,Treatment,0
6143,7540,Treatment,0
6144,23748,Treatment,0
6145,5509,Treatment,0
6146,7079,Treatment,1
6147,20567,Control,0
6148,3601,Control,0
6149,6360,Treatment,0
6150,12694,Treatment,0
6151,21663,Control,0
6152,12064,Control,1
6153,10333,Treatment,0
6154,13890,Control,0
6155,1552,Control,0
6156,11360,Treatment,0
6157,9670,Control,0
6158,10973,Treatment,0
6159,21839,Treatment,1
6160,2432,Treatment,0
6161,23294,Control,0
6162,11215,Control,0
6163,5487,Control,0
6164,15630,Control,0
6165,2529,Control,0
6166,343,Control,0
6167,9571,Treatment,0
6168,20945,Treatment,0
6169,19903,Control,0
6170,7115,Treatment,1
6171,7067,Control,0
6172,22533,Treatment,0
6173,15024,Control,0
6174,16390,Control,0
6175,313,Control,0
6176,24706,Control,0
6177,19609,Control,0
6178,14424,Control,0
6179,19004,Control,0
6180,11435,Control,0
6181,24528,Treatment,0
6182,5205,Treatment,0
6183,12201,Treatment,0
6184,666,Control,0
6185,17454,Control,0
6186,614,Control,1
6187,14228,Control,0
6188,22799,Control,0
6189,11290,Control,0
6190,8632,Treatment,1
6191,24474,Treatment,0
6192,7814,Control,0
6193,21114,Treatment,0
6194,10382,Control,0
6195,9692,Control,0
6196,10291,Control,0
6197,23597,Treatment,0
6198,773,Control,0
6199,24790,Treatment,0
6200,19857,Control,0
6201,10679,Treatment,0
6202,6770,Treatment,0
6203,18794,Treatment,0
6204,6380,Control,0
6205,1133,Control,0
6206,9296,Treatment,1
6207,4724,Control,0
6208,24943,Control,0
6209,17238,Control,0
6210,12383,Treatment,0
6211,10423,Treatment,0
6212,7004,Control,0
6213,18703,Control,0
6214,18904,Control,0
6215,6010,Control,0
6216,23264,Treatment,0
6217,3996,Control,1
6218,1630,Treatment,0
6219,3203,Control,0
6220,14363,Control,0
6221,14969,Control,0
6222,15593,Treatment,0
6223,24206,Treatment,0
6224,13011,Control,0
6225,21208,Control,1
6226,22618,Treatment,0
6227,22247,Treatment,0
6228,23700,Treatment,0
6229,8621,Control,0
6230,9763,Control,0
6231,14855,Treatment,1
6232,17470,Treatment,0
6233,8361,Treatment,0
6234,13668,Control,1
6235,16552,Control,0
6236,5534,Treatment,0
6237,1432,Control,0
6238,24711,Treatment,0
6239,12733,Treatment,0
6240,16318,Treatment,0
6241,1101,Treatment,0
6242,13897,Control,0
6243,17567,Control,0
6244,10708,Control,0
6245,14242,Control,0
6246,13141,Treatment,0
6247,15184,Treatment,0
6248,13594,Treatment,0
6249,3420,Treatment,0
6250,22614,Control,0
6251,17250,Treatment,0
6252,23344,Treatment,0
6253,8129,Treatment,0
6254,12671,Treatment,0
6255,20163,Control,0
6256,22468,Control,0
6257,2881,Treatment,1
6258,4859,Control,0
6259,11738,Control,0
6260,17566,Control,0
6261,2769,Control,0
6262,639,Treatment,1
6263,6286,Control,0
6264,7265,Treatment,0
6265,24444,Control,0
6266,16024,Treatment,0
6267,18911,Treatment,0
6268,11285,Control,0
6269,22535,Treatment,0
6270,13367,Treatment,0
6271,16586,Control,1
6272,22200,Control,0
6273,13800,Control,0
6274,11455,Control,0
6275,6906,Treatment,0
6276,15420,Control,1
6277,10346,Control,0
6278,4710,Control,0
6279,3812,Control,0
6280,20912,Treatment,0
6281,13936,Treatment,1
6282,21070,Control,0
6283,5296,Control,0
6284,17591,Treatment,0
6285,18228,Treatment,0
6286,2773,Treatment,0
6287,2339,Treatment,0
6288,15946,Control,0
6289,18299,Control,0
6290,8258,Control,0
6291,18180,Treatment,0
6292,16165,Control,0
6293,7192,Treatment,0
6294,8419,Control,0
6295,17354,Control,0
6296,15513,Treatment,0
6297,6947,Treatment,0
6298,13584,Treatment,0
6299,13883,Control,1
6300,4276,Treatment,0
6301,10518,Control,0
6302,17961,Treatment,0
6303,15872,Treatment,0
6304,11744,Treatment,0
6305,24758,Treatment,1
6306,7624,Control,0
6307,3531,Treatment,0
6308,628,Treatment,0
6309,5504,Control,0
6310,8802,Control,1
6311,19909,Control,0
6312,2473,Control,0
6313,16182,Control,1
6314,10433,Treatment,0
6315,15828,Control,0
6316,5057,Control,0
6317,5651,Control,0
6318,23295,Treatment,0
6319,2358,Treatment,0
6320,21850,Treatment,0
6321,22783,Treatment,1
6322,24132,Treatment,0
6323,4699,Control,0
6324,12996,Treatment,0
6325,7411,Control,0
6326,65,Treatment,0
6327,536,Control,0
6328,5705,Control,0
6329,11689,Treatment,1
6330,6958,Control,0
6331,17253,Treatment,1
6332,3888,Control,0
6333,2867,Treatment,0
6334,10668,Control,0
6335,22770,Treatment,0
6336,19591,Treatment,0
6337,1927,Treatment,0
6338,15303,Treatment,1
6339,12520,Control,0
6340,20955,Control,0
6341,363,Treatment,0
6342,11051,Control,0
6343,22087,Control,1
6344,7914,Treatment,0
6345,17561,Treatment,0
6346,10210,Control,0
6347,18089,Treatment,0
6348,336,Control,0
6349,6293,Treatment,1
6350,5531,Treatment,0
6351,12235,Treatment,0
6352,7442,Control,0
6353,496,Control,0
6354,5699,Control,0
6355,9951,Treatment,0
6356,15829,Control,0
6357,4011,Control,0
6358,20973,Control,0
6359,22161,Control,0
6360,16172,Control,0
6361,23952,Treatment,0
6362,15117,Treatment,0
6363,17371,Treatment,0
6364,19412,Treatment,0
6365,21207,Treatment,0
6366,24914,Treatment,0
6367,21277,Treatment,0
6368,14533,Treatment,0
6369,5464,Control,0
6370,21921,Treatment,0
6371,9001,Control,0
6372,16327,Control,0
6373,2890,Control,1
6374,21115,Control,1
6375,18155,Control,0
6376,1378,Treatment,0
6377,21150,Treatment,1
6378,9924,Treatment,1
6379,8427,Treatment,0
6380,39,Control,0
6381,9195,Control,0
6382,17887,Control,0
6383,22663,Control,0
6384,13150,Treatment,0
6385,10754,Control,0
6386,21364,Control,0
6387,21311,Control,0
6388,11949,Control,1
6389,8388,Treatment,0
6390,14461,Control,0
6391,16116,Treatment,0
6392,10282,Treatment,0
6393,3537,Control,0
6394,11537,Control,0
6395,9369,Control,0
6396,156,Control,0
6397,7984,Treatment,0
6398,12080,Treatment,0
6399,2034,Control,1
6400,15244,Control,0
6401,2594,Control,0
6402,5816,Treatment,0
6403,24639,Control,0
6404,16971,Treatment,0
6405,17310,Treatment,0
6406,3791,Treatment,0
6407,6175,Treatment,0
6408,6594,Treatment,1
6409,6435,Control,0
6410,13651,Treatment,0
6411,11741,Treatment,1
6412,9743,Treatment,0
6413,21459,Treatment,1
6414,81,Control,0
6415,5795,Treatment,0
6416,23242,Treatment,0
6417,11335,Control,1
6418,9479,Treatment,0
6419,2891,Treatment,0
6420,15063,Control,0
6421,238,Treatment,0
6422,9240,Control,0
6423,17189,Treatment,0
6424,1968,Control,0
6425,17017,Treatment,0
6426,22333,Control,0
6427,20646,Treatment,0
6428,10630,Treatment,0
6429,1621,Treatment,0
6430,11327,Control,0
6431,12159,Control,1
6432,8157,Control,0
6433,22040,Treatment,0
6434,19822,Control,0
6435,12053,Control,0
6436,2403,Treatment,0
6437,6725,Treatment,0
6438,82,Control,0
6439,19263,Control,0
6440,13708,Control,0
6441,1352,Treatment,0
6442,16629,Control,0
6443,2236,Control,0
6444,18844,Control,0
6445,16886,Control,0
6446,2053,Control,1
6447,3426,Treatment,1
6448,16926,Treatment,0
6449,7840,Treatment,0
6450,18613,Control,0
6451,4518,Control,0
6452,23960,Control,0
6453,11334,Control,0
6454,6887,Control,0
6455,14852,Control,0
6456,21729,Control,0
6457,8410,Control,0
6458,24109,Control,0
6459,12498,Treatment,0
6460,6986,Control,0
6461,7784,Control,0
6462,865,Control,0
6463,15831,Control,0
6464,13127,Treatment,0
6465,13733,Treatment,0
6466,4185,Control,0
6467,1847,Control,1
6468,1261,Treatment,0
6469,23650,Control,0
6470,13829,Treatment,0
6471,1038,Control,0
6472,22084,Control,0
6473,18024,Control,0
6474,15121,Control,0
6475,21269,Treatment,0
6476,23334,Treatment,0
6477,4928,Treatment,1
6478,6718,Control,0
6479,11192,Control,0
6480,17580,Control,0
6481,7101,Control,0
6482,22257,Treatment,0
6483,14240,Control,0
6484,11911,Treatment,0
6485,789,Treatment,0
6486,5317,Control,0
6487,17500,Treatment,0
6488,20520,Control,0
6489,2296,Treatment,0
6490,5995,Control,0
6491,14481,Control,0
6492,6125,Treatment,1
6493,10434,Treatment,0
6494,17568,Control,0
6495,2610,Control,0
6496,11343,Treatment,0
6497,14317,Treatment,0
6498,13815,Treatment,0
6499,337,Control,0
6500,24661,Control,0
6501,7523,Treatment,0
6502,9097,Control,1
6503,12709,Control,0
6504,2307,Treatment,0
6505,14473,Control,0
6506,11596,Control,0
6507,14377,Control,0
6508,4550,Control,0
6509,15190,Control,0
6510,10218,Control,0
6511,10956,Control,0
6512,20069,Control,0
6513,11563,Control,0
6514,19540,Treatment,0
6515,19038,Control,0
6516,8950,Control,0
6517,7643,Control,0
6518,24151,Treatment,1
6519,14557,Treatment,0
6520,13589,Treatment,0
6521,2972,Treatment,0
6522,21684,Treatment,0
6523,14194,Control,0
6524,21652,Control,0
6525,21400,Treatment,1
6526,7357,Treatment,0
6527,1221,Control,0
6528,1016,Control,0
6529,19328,Control,0
6530,16598,Treatment,0
6531,6065,Treatment,0
6532,24547,Control,0
6533,16803,Control,0
6534,23946,Control,0
6535,18034,Control,0
6536,7348,Treatment,0
6537,3723,Treatment,0
6538,8715,Control,1
6539,4366,Control,0
6540,1392,Treatment,0
6541,8002,Treatment,0
6542,8494,Control,0
6543,18958,Control,0
6544,14155,Control,1
6545,22195,Treatment,0
6546,3717,Control,0
6547,14614,Control,0
6548,18522,Control,1
6549,17730,Control,0
6550,3211,Treatment,0
6551,20986,Control,1
6552,17401,Control,0
6553,16170,Control,0
6554,13603,Control,0
6555,14287,Control,0
6556,18949,Control,0
6557,2976,Treatment,0
6558,60,Treatment,0
6559,17487,Control,0
6560,5710,Control,0
6561,285,Treatment,0
6562,15888,Control,0
6563,24393,Treatment,0
6564,18160,Treatment,0
6565,6667,Control,0
6566,13148,Control,0
6567,19830,Control,0
6568,22714,Treatment,0
6569,2395,Treatment,0
6570,4934,Control,0
6571,11069,Treatment,0
6572,10378,Control,0
6573,14256,Control,0
6574,13983,Treatment,0
6575,5053,Treatment,0
6576,6823,Control,0
6577,3328,Treatment,0
6578,8451,Control,1
6579,18539,Control,1
6580,7154,Control,0
6581,22304,Treatment,0
6582,14516,Control,0
6583,22170,Control,0
6584,4646,Treatment,0
6585,9805,Treatment,0
6586,24749,Treatment,0
6587,10049,Control,0
6588,16902,Control,0
6589,7222,Control,0
6590,19248,Treatment,1
6591,21688,Treatment,0
6592,6769,Control,0
6593,14696,Treatment,0
6594,4407,Treatment,0
6595,3184,Control,0
6596,9388,Control,0
6597,10727,Treatment,0
6598,7243,Treatment,0
6599,13811,Treatment,0
6600,11151,Treatment,0
6601,18068,Control,0
6602,22273,Control,0
6603,8669,Control,0
6604,17787,Control,0
6605,22337,Control,0
6606,9058,Control,0
6607,21367,Treatment,0
6608,3107,Control,1
6609,18913,Control,0
6610,3051,Control,0
6611,22705,Treatment,0
6612,9167,Treatment,0
6613,8943,Control,0
6614,16737,Control,0
6615,5625,Treatment,0
6616,5540,Control,0
6617,22777,Control,0
6618,19140,Control,0
6619,20095,Control,0
6620,16779,Treatment,0
6621,23527,Control,0
6622,11252,Treatment,0
6623,17703,Control,0
6624,6514,Control,0
6625,9900,Treatment,0
6626,1952,Treatment,0
6627,2352,Control,0
6628,1641,Control,0
6629,4440,Treatment,0
6630,17193,Control,0
6631,5188,Treatment,0
6632,12629,Control,0
6633,4014,Control,0
6634,6705,Treatment,0
6635,4515,Control,0
6636,8758,Control,0
6637,3861,Control,0
6638,13090,Treatment,0
6639,2644,Treatment,0
6640,24562,Control,1
6641,4657,Control,0
6642,17466,Treatment,0
6643,16907,Control,0
6644,4776,Treatment,1
6645,15182,Control,0
6646,6720,Control,0
6647,11414,Treatment,0
6648,20382,Control,0
6649,20959,Treatment,0
6650,7728,Treatment,0
6651,24099,Control,0
6652,21487,Treatment,0
6653,15181,Treatment,0
6654,17421,Control,0
6655,19898,Treatment,0
6656,4007,Treatment,0
6657,24075,Treatment,0
6658,24007,Control,0
6659,10030,Treatment,0
6660,11245,Control,0
6661,7650,Control,0
6662,16861,Control,0
6663,22906,Control,0
6664,20146,Control,1
6665,10191,Control,0
6666,2142,Treatment,0
6667,2349,Control,0
6668,5284,Treatment,0
6669,23377,Treatment,0
6670,17705,Treatment,1
6671,5539,Control,0
6672,11258,Treatment,1
6673,8330,Treatment,1
6674,15279,Control,1
6675,22422,Control,0
6676,13967,Treatment,0
6677,18321,Control,0
6678,21800,Treatment,0
6679,10592,Treatment,0
6680,20843,Control,0
6681,4381,Control,0
6682,4437,Control,0
6683,22427,Treatment,0
6684,558,Treatment,0
6685,23746,Treatment,1
6686,3654,Treatment,0
6687,19090,Control,0
6688,17846,Control,0
6689,19216,Control,0
6690,13680,Control,0
6691,2504,Treatment,0
6692,22552,Control,0
6693,16449,Treatment,0
6694,7021,Treatment,0
6695,22850,Treatment,0
6696,24473,Control,0
6697,12558,Control,0
6698,15852,Control,0
6699,9446,Control,0
6700,14676,Control,0
6701,15808,Control,0
6702,13385,Treatment,0
6703,4494,Control,0
6704,15094,Control,0
6705,2268,Control,0
6706,16402,Control,0
6707,9653,Control,0
6708,15488,Control,0
6709,17692,Treatment,0
6710,20679,Control,0
6711,8178,Treatment,0
6712,15514,Control,0
6713,14447,Treatment,0
6714,6844,Treatment,0
6715,10368,Control,0
6716,8574,Control,0
6717,4230,Treatment,0
6718,6354,Treatment,0
6719,7774,Treatment,0
6720,5641,Treatment,0
6721,15005,Control,1
6722,13783,Treatment,0
6723,5115,Treatment,0
6724,12588,Treatment,0
6725,23678,Treatment,0
6726,2106,Treatment,0
6727,5041,Control,0
6728,12912,Treatment,0
6729,23402,Control,0
6730,1474,Control,0
6731,19782,Treatment,0
6732,1756,Treatment,0
6733,13252,Control,0
6734,8734,Treatment,0
6735,17919,Control,1
6736,3606,Treatment,0
6737,9681,Control,0
6738,12026,Control,1
6739,19487,Treatment,0
6740,19369,Treatment,1
6741,2889,Control,0
6742,9814,Control,1
6743,4849,Treatment,0
6744,9881,Control,0
6745,14840,Treatment,1
6746,12857,Control,0
6747,20536,Treatment,0
6748,11190,Treatment,0
6749,6414,Treatment,0
6750,4897,Control,0
6751,1931,Treatment,0
6752,22959,Control,0
6753,23915,Control,0
6754,6395,Control,0
6755,14993,Control,0
6756,22164,Control,0
6757,12472,Treatment,0
6758,12285,Treatment,0
6759,13270,Treatment,0
6760,5262,Treatment,0
6761,4217,Control,0
6762,18227,Treatment,1
6763,17938,Control,1
6764,23293,Control,0
6765,6930,Control,0
6766,12194,Treatment,0
6767,9993,Control,0
6768,8103,Treatment,0
6769,10515,Treatment,0
6770,20866,Treatment,0
6771,16906,Control,0
6772,17910,Treatment,0
6773,12880,Treatment,0
6774,9892,Control,0
6775,1871,Treatment,0
6776,12881,Control,1
6777,23194,Treatment,1
6778,18501,Treatment,0
6779,16940,Control,0
6780,9820,Treatment,0
6781,11210,Treatment,0
6782,18234,Treatment,0
6783,2955,Treatment,0
6784,13255,Treatment,0
6785,3083,Control,0
6786,3885,Control,0
6787,5920,Control,0
6788,18935,Control,0
6789,14746,Control,1
6790,2062,Treatment,0
6791,23254,Control,0
6792,14654,Control,0
6793,8401,Treatment,0
6794,3906,Control,0
6795,9473,Control,0
6796,21365,Control,0
6797,4023,Treatment,0
6798,8439,Treatment,0
6799,11662,Treatment,0
6800,13804,Treatment,0
6801,10247,Treatment,0
6802,5556,Control,0
6803,11739,Treatment,0
6804,13084,Control,0
6805,4585,Control,0
6806,9397,Treatment,0
6807,16673,Treatment,0
6808,20080,Control,0
6809,4500,Treatment,0
6810,18266,Treatment,0
6811,4617,Treatment,1
6812,24737,Control,0
6813,10648,Treatment,0
6814,19787,Treatment,0
6815,22612,Treatment,0
6816,14095,Treatment,0
6817,7194,Treatment,0
6818,13134,Treatment,0
6819,846,Treatment,0
6820,21768,Control,0
6821,13902,Treatment,0
6822,9916,Control,0
6823,13445,Control,0
6824,18980,Control,0
6825,20775,Treatment,0
6826,15663,Control,1
6827,13665,Treatment,0
6828,18358,Control,0
6829,16830,Treatment,0
6830,3750,Treatment,1
6831,9217,Treatment,0
6832,22788,Treatment,0
6833,10375,Control,0
6834,19930,Treatment,1
6835,14224,Control,1
6836,20543,Treatment,0
6837,16077,Control,0
6838,9252,Treatment,0
6839,5212,Control,0
6840,1666,Treatment,0
6841,24335,Control,0
6842,18545,Control,0
6843,21962,Treatment,0
6844,10755,Control,0
6845,23538,Treatment,0
6846,4735,Treatment,0
6847,16282,Treatment,0
6848,6004,Treatment,0
6849,707,Treatment,0
6850,11392,Control,0
6851,5004,Control,0
6852,8719,Control,0
6853,18610,Treatment,0
6854,21352,Treatment,0
6855,17246,Control,0
6856,19989,Control,0
6857,11740,Treatment,0
6858,15633,Treatment,0
6859,2640,Treatment,0
6860,2045,Treatment,1
6861,16371,Control,0
6862,6464,Treatment,0
6863,6205,Control,0
6864,11775,Treatment,0
6865,1330,Treatment,0
6866,22288,Treatment,0
6867,17292,Control,0
6868,7238,Treatment,0
6869,17499,Control,0
6870,11781,Treatment,0
6871,3997,Treatment,0
6872,18003,Treatment,0
6873,17895,Control,0
6874,23062,Control,0
6875,23941,Treatment,0
6876,6988,Treatment,0
6877,4918,Treatment,0
6878,2024,Control,0
6879,16058,Control,0
6880,9328,Control,0
6881,10935,Control,0
6882,14298,Control,0
6883,3895,Treatment,0
6884,14547,Control,1
6885,14634,Control,0
6886,11012,Control,0
6887,17145,Treatment,0
6888,7948,Treatment,0
6889,4292,Control,0
6890,7853,Control,0
6891,21255,Treatment,0
6892,3730,Control,0
6893,24548,Treatment,0
6894,4701,Treatment,0
6895,23498,Treatment,0
6896,16394,Treatment,0
6897,8292,Treatment,0
6898,19776,Control,0
6899,13774,Treatment,0
6900,20355,Treatment,0
6901,8200,Control,1
6902,15987,Control,0
6903,19917,Control,0
6904,10749,Control,0
6905,19584,Control,0
6906,11908,Treatment,0
6907,10089,Control,0
6908,9431,Treatment,1
6909,23116,Treatment,0
6910,24818,Treatment,0
6911,12055,Treatment,0
6912,10699,Control,1
6913,6563,Control,0
6914,12989,Treatment,0
6915,13871,Control,0
6916,7674,Control,0
6917,24280,Control,0
6918,21926,Control,0
6919,9028,Control,0
6920,3506,Treatment,0
6921,8598,Control,0
6922,5743,Control,0
6923,10029,Control,0
6924,445,Treatment,1
6925,15760,Treatment,0
6926,109,Control,0
6927,15364,Treatment,0
6928,18940,Treatment,0
6929,9385,Control,0
6930,19472,Treatment,0
6931,4962,Treatment,0
6932,1893,Treatment,0
6933,9832,Control,0
6934,24650,Control,0
6935,15139,Control,0
6936,11346,Treatment,0
6937,15869,Control,0
6938,12306,Control,0
6939,11487,Treatment,0
6940,13548,Control,0
6941,11979,Control,0
6942,21916,Control,0
6943,12779,Control,0
6944,3832,Treatment,0
6945,14401,Treatment,0
6946,13951,Treatment,0
6947,23262,Control,0
6948,1479,Treatment,0
6949,22907,Treatment,0
6950,14170,Treatment,0
6951,6625,Treatment,0
6952,17898,Treatment,0
6953,17611,Treatment,0
6954,8925,Control,0
6955,24625,Control,0
6956,15362,Control,0
6957,21423,Treatment,0
6958,24770,Treatment,0
6959,24971,Control,0
6960,21212,Treatment,0
6961,581,Control,0
6962,16413,Control,0
6963,5243,Treatment,1
6964,166,Treatment,0
6965,2963,Control,0
6966,17220,Control,0
6967,15070,Control,0
6968,14235,Treatment,0
6969,22587,Treatment,0
6970,8965,Control,0
6971,17058,Control,0
6972,10752,Control,1
6973,4324,Treatment,0
6974,21057,Control,0
6975,13555,Control,1
6976,6132,Treatment,0
6977,18751,Control,0
6978,8158,Treatment,0
6979,23440,Control,0
6980,14174,Treatment,0
6981,24846,Control,0
6982,21931,Treatment,0
6983,18101,Control,0
6984,22624,Control,0
6985,5991,Treatment,0
6986,22680,Control,0
6987,4359,Treatment,0
6988,155,Control,0
6989,24210,Treatment,0
6990,23743,Control,0
6991,176,Control,0
6992,8956,Control,0
6993,9374,Control,0
6994,3999,Control,0
6995,11567,Treatment,0
6996,7764,Control,0
6997,589,Treatment,0
6998,6878,Control,1
6999,19134,Treatment,0
7000,11339,Treatment,0
7001,5121,Control,0
7002,13740,Control,0
7003,19423,Control,0
7004,6825,Treatment,0
7005,22321,Control,0
7006,17395,Treatment,0
7007,18972,Treatment,0
7008,21498,Control,0
7009,6558,Control,1
7010,5950,Treatment,0
7011,20814,Control,0
7012,6032,Treatment,1
7013,11848,Treatment,0
7014,14638,Treatment,0
7015,21564,Control,0
7016,23912,Treatment,0
7017,14837,Control,0
7018,20346,Control,0
7019,6989,Control,0
7020,6474,Control,0
7021,15667,Treatment,0
7022,7384,Control,0
7023,14870,Treatment,0
7024,8404,Treatment,1
7025,23047,Treatment,0
7026,12556,Control,0
7027,22289,Control,0
7028,19225,Control,0
7029,15179,Treatment,0
7030,11645,Treatment,0
7031,24840,Control,0
7032,23733,Control,0
7033,115,Control,0
7034,11962,Control,0
7035,22939,Treatment,0
7036,9452,Control,0
7037,16102,Control,0
7038,18148,Treatment,0
7039,2991,Control,0
7040,4273,Treatment,1
7041,10462,Control,0
7042,19420,Treatment,0
7043,24685,Treatment,0
7044,10588,Control,0
7045,24345,Treatment,0
7046,735,Control,1
7047,6043,Treatment,0
7048,15672,Treatment,0
7049,10861,Treatment,0
7050,1692,Treatment,0
7051,6998,Treatment,0
7052,14893,Treatment,0
7053,4671,Control,0
7054,5016,Control,0
7055,19565,Treatment,0
7056,1593,Control,0
7057,12466,Control,0
7058,14607,Treatment,0
7059,2936,Control,0
7060,2620,Control,1
7061,24015,Treatment,0
7062,12901,Control,0
7063,7734,Treatment,0
7064,18090,Control,0
7065,16046,Control,0
7066,4218,Control,0
7067,4219,Treatment,1
7068,4674,Control,0
7069,15099,Treatment,0
7070,12495,Treatment,0
7071,4111,Treatment,0
7072,1150,Treatment,0
7073,12087,Treatment,0
7074,3892,Treatment,0
7075,13158,Control,0
7076,19469,Control,0
7077,22013,Treatment,0
7078,6306,Treatment,0
7079,16676,Control,0
7080,12522,Treatment,0
7081,13280,Control,0
7082,17948,Control,0
7083,20104,Treatment,0
7084,21479,Treatment,0
7085,8302,Control,0
7086,13812,Treatment,1
7087,24281,Treatment,0
7088,18472,Treatment,0
7089,12581,Treatment,0
7090,3621,Control,0
7091,22455,Treatment,0
7092,14530,Control,0
7093,17380,Control,0
7094,14983,Control,0
7095,20982,Control,0
7096,18221,Treatment,0
7097,8701,Control,1
7098,8653,Control,0
7099,13816,Control,0
7100,4145,Treatment,0
7101,22696,Treatment,0
7102,13373,Control,0
7103,11865,Control,0
7104,1907,Treatment,0
7105,7655,Control,0
7106,12366,Treatment,0
7107,10019,Treatment,0
